,year,month,day,hour,Number of rides,normlzed
0,2015,1,1,0,28312,1.5666844530517183
1,2015,1,1,1,31707,2.023931254536681
2,2015,1,1,2,28068,1.5338219436077327
3,2015,1,1,3,24288,1.0247224120574647
4,2015,1,1,4,17081,0.05406624171810459
5,2015,1,1,5,9112,-1.0192179294258334
6,2015,1,1,6,6637,-1.3525569084170803
7,2015,1,1,7,6011,-1.4368681006791089
8,2015,1,1,8,5586,-1.4941081273745755
9,2015,1,1,9,6977,-1.3067648870607071
10,2015,1,1,10,9949,-0.9064887474397026
11,2015,1,1,11,13870,-0.37839899526811516
12,2015,1,1,12,16582,-0.01314028374316095
13,2015,1,1,13,17448,0.10349468829983696
14,2015,1,1,14,17994,0.17703128730154233
15,2015,1,1,15,18279,0.2154157757914435
16,2015,1,1,16,16602,-0.010446635428080166
17,2015,1,1,17,17511,0.11197968049234143
18,2015,1,1,18,18082,0.1888833398878978
19,2015,1,1,19,16485,-0.026204478071302748
20,2015,1,1,20,15017,-0.22391826439823223
21,2015,1,1,21,14801,-0.2530096662011047
22,2015,1,1,22,14005,-0.36021686914131984
23,2015,1,1,23,11610,-0.6827812548722436
24,2015,1,2,0,9388,-0.9820455826777187
25,2015,1,2,1,6291,-1.3991570242679778
26,2015,1,2,2,4027,-1.7040780135351226
27,2015,1,2,3,2905,-1.8551916840111544
28,2015,1,2,4,2626,-1.8927680780065315
29,2015,1,2,5,2755,-1.8753940463742604
30,2015,1,2,6,5811,-1.4638045838299167
31,2015,1,2,7,8256,-1.134506077311291
32,2015,1,2,8,10946,-0.7722103789329257
33,2015,1,2,9,13373,-0.4453361558978726
34,2015,1,2,10,15243,-0.19348003843781938
35,2015,1,2,11,16999,0.043022283626273375
36,2015,1,2,12,19252,0.3464617663201236
37,2015,1,2,13,19023,0.31561949311244863
38,2015,1,2,14,20260,0.4822216414001951
39,2015,1,2,15,20429,0.5049829696626277
40,2015,1,2,16,18223,0.2078735605092173
41,2015,1,2,17,20680,0.5387882560168915
42,2015,1,2,18,23008,0.8523289198922946
43,2015,1,2,19,23227,0.8818243689424292
44,2015,1,2,20,20153,0.46781062291451286
45,2015,1,2,21,19611,0.3948127535758236
46,2015,1,2,22,21722,0.6791273332326003
47,2015,1,2,23,21088,0.5937386816445395
48,2015,1,3,0,19467,0.375418485707242
49,2015,1,3,1,16660,-0.002635055314345896
50,2015,1,3,2,13607,-0.41382047061142746
51,2015,1,3,3,10620,-0.8161168464687424
52,2015,1,3,4,7061,-1.2954515641373678
53,2015,1,3,5,3512,-1.7734394576484527
54,2015,1,3,6,4120,-1.691552548869997
55,2015,1,3,7,5216,-1.54394062120357
56,2015,1,3,8,7908,-1.1813755579936966
57,2015,1,3,9,11869,-0.6478985091919475
58,2015,1,3,10,14975,-0.22957492585990188
59,2015,1,3,11,17966,0.17326017966042925
60,2015,1,3,12,21644,0.6686221048037853
61,2015,1,3,13,23718,0.9479534350776625
62,2015,1,3,14,24143,1.005193461773129
63,2015,1,3,15,23494,0.9177845739487577
64,2015,1,3,16,20350,0.49434305881805857
65,2015,1,3,17,22295,0.7563003574596647
66,2015,1,3,18,25305,1.1616944288793225
67,2015,1,3,19,25667,1.2104494633822849
68,2015,1,3,20,20531,0.5187205760695397
69,2015,1,3,21,21399,0.6356249129440457
70,2015,1,3,22,22409,0.7716541528556252
71,2015,1,3,23,22833,0.8287594971353378
72,2015,1,4,0,20632,0.5323235000606976
73,2015,1,4,1,17494,0.10969007942452276
74,2015,1,4,2,13485,-0.4302517253334202
75,2015,1,4,3,9842,-0.9208997659253848
76,2015,1,4,4,6384,-1.3866315596028522
77,2015,1,4,5,3365,-1.7932377727642965
78,2015,1,4,6,3625,-1.7582203446682463
79,2015,1,4,7,4734,-1.6088575455970169
80,2015,1,4,8,7070,-1.2942394223955813
81,2015,1,4,9,10153,-0.8790135346258787
82,2015,1,4,10,14304,-0.3199468268308622
83,2015,1,4,11,16325,-0.04775366459194901
84,2015,1,4,12,18101,0.19144230578722451
85,2015,1,4,13,18639,0.2639014454628976
86,2015,1,4,14,18722,0.27508008597048283
87,2015,1,4,15,18234,0.20935506708251173
88,2015,1,4,16,18056,0.18538159707829277
89,2015,1,4,17,18257,0.21245276264485463
90,2015,1,4,18,18498,0.24491122484157807
91,2015,1,4,19,18494,0.2443724951785619
92,2015,1,4,20,17529,0.11440396397591412
93,2015,1,4,21,14063,-0.3524052890275856
94,2015,1,4,22,12639,-0.5441930490613374
95,2015,1,4,23,10203,-0.8722794138381768
96,2015,1,5,0,7653,-1.2157195740109765
97,2015,1,5,1,4685,-1.6154569839689648
98,2015,1,5,2,3076,-1.8321609909172138
99,2015,1,5,3,2071,-1.9675168187500232
100,2015,1,5,4,2310,-1.9353277213848077
101,2015,1,5,5,4218,-1.678353672126101
102,2015,1,5,6,11095,-0.7521426989855738
103,2015,1,5,7,18866,0.2944743538390645
104,2015,1,5,8,22131,0.7342124412760024
105,2015,1,5,9,19602,0.39360061183403733
106,2015,1,5,10,16290,-0.05246754914334038
107,2015,1,5,11,16428,-0.03388137576928298
108,2015,1,5,12,17022,0.04611997918861628
109,2015,1,5,13,17127,0.06026163284279039
110,2015,1,5,14,18916,0.3012084746267664
111,2015,1,5,15,19897,0.43333192448147884
112,2015,1,5,16,17718,0.13985894055342754
113,2015,1,5,17,21727,0.6798007453113705
114,2015,1,5,18,26144,1.2746929756969614
115,2015,1,5,19,25655,1.2088332743932364
116,2015,1,5,20,22028,0.7203401524533363
117,2015,1,5,21,19814,0.4221532839738936
118,2015,1,5,22,16256,-0.057046751278977716
119,2015,1,5,23,12725,-0.53261036130649
120,2015,1,6,0,8457,-1.107434911744729
121,2015,1,6,1,4968,-1.5773418603105718
122,2015,1,6,2,3107,-1.8279858360288386
123,2015,1,6,3,1976,-1.980311648246657
124,2015,1,6,4,2159,-1.9556647661636677
125,2015,1,6,5,4083,-1.6965357982528964
126,2015,1,6,6,11366,-0.7156437643162292
127,2015,1,6,7,20044,0.4531302395973226
128,2015,1,6,8,24491,1.0520629424555348
129,2015,1,6,9,21343,0.6280826976618195
130,2015,1,6,10,17697,0.1370306098225927
131,2015,1,6,11,17191,0.0688813074510489
132,2015,1,6,12,17987,0.17608851039126405
133,2015,1,6,13,17464,0.10564960695190159
134,2015,1,6,14,19314,0.35481207609687404
135,2015,1,6,15,19604,0.39386997666554535
136,2015,1,6,16,17538,0.11561610571770048
137,2015,1,6,17,21171,0.6049173221521247
138,2015,1,6,18,26845,1.369105349140543
139,2015,1,6,19,26026,1.2588004506379848
140,2015,1,6,20,24401,1.0399415250376711
141,2015,1,6,21,23308,0.8927336446185065
142,2015,1,6,22,19331,0.3571016771646927
143,2015,1,6,23,14453,-0.2998791468835103
144,2015,1,7,0,9190,-1.0087127009970185
145,2015,1,7,1,5580,-1.4949162218690997
146,2015,1,7,2,3331,-1.7978169748999338
147,2015,1,7,3,2282,-1.9390988290259208
148,2015,1,7,4,2296,-1.9372132752053643
149,2015,1,7,5,3900,-1.7211826803358856
150,2015,1,7,6,11458,-0.7032529820668576
151,2015,1,7,7,20908,0.5694958468088125
152,2015,1,7,8,25759,1.2228402456316563
153,2015,1,7,9,23237,0.8831711930999696
154,2015,1,7,10,19681,0.4042405226786064
155,2015,1,7,11,19492,0.378785546101093
156,2015,1,7,12,20325,0.49097599842420764
157,2015,1,7,13,20469,0.5103702662927893
158,2015,1,7,14,21766,0.6850533595257781
159,2015,1,7,15,21441,0.6412815744057153
160,2015,1,7,16,19067,0.32154551940562637
161,2015,1,7,17,23561,0.9268082958042784
162,2015,1,7,18,29597,1.7397513572956587
163,2015,1,7,19,30512,1.8629857677106045
164,2015,1,7,20,27882,1.5087710142774815
165,2015,1,7,21,27163,1.4119343573503274
166,2015,1,7,22,24117,1.0016917189635242
167,2015,1,7,23,16639,-0.005463386045180718
168,2015,1,8,0,10430,-0.8417065054620099
169,2015,1,8,1,6034,-1.433770405116766
170,2015,1,8,2,3606,-1.760779310567573
171,2015,1,8,3,2444,-1.9172802776737665
172,2015,1,8,4,2266,-1.9412537476779854
173,2015,1,8,5,4016,-1.705559520108417
174,2015,1,8,6,12079,-0.6196152018835993
175,2015,1,8,7,22534,0.7884894548248801
176,2015,1,8,8,27142,1.4091060266194926
177,2015,1,8,9,24633,1.0711878454926083
178,2015,1,8,10,21183,0.6065335111411732
179,2015,1,8,11,20198,0.47387133162344464
180,2015,1,8,12,20955,0.5758259203492523
181,2015,1,8,13,20408,0.5021546389317929
182,2015,1,8,14,22304,0.7575124992014511
183,2015,1,8,15,22869,0.8336080641024832
184,2015,1,8,16,19145,0.3320507478344414
185,2015,1,8,17,23738,0.9506470833927433
186,2015,1,8,18,29732,1.757933483422454
187,2015,1,8,19,30515,1.8633898149578667
188,2015,1,8,20,28953,1.6530158815500575
189,2015,1,8,21,28159,1.5460780434413504
190,2015,1,8,22,26724,1.3528087768343042
191,2015,1,8,23,20853,0.5620883139423403
192,2015,1,9,0,13948,-0.3678937668393001
193,2015,1,9,1,8392,-1.1161892687687416
194,2015,1,9,2,5515,-1.5036705788931124
195,2015,1,9,3,3713,-1.7463682920818908
196,2015,1,9,4,3028,-1.8386257468734077
197,2015,1,9,5,4201,-1.6806432731939198
198,2015,1,9,6,11302,-0.7242634389244877
199,2015,1,9,7,18011,0.179320888369361
200,2015,1,9,8,18895,0.2983801438959316
201,2015,1,9,9,20194,0.4733326019604285
202,2015,1,9,10,19100,0.32599003912550967
203,2015,1,9,11,18731,0.2762922277122692
204,2015,1,9,12,19817,0.42255733122115574
205,2015,1,9,13,19811,0.4217492367266315
206,2015,1,9,14,21706,0.6769724145805357
207,2015,1,9,15,21485,0.647207600698893
208,2015,1,9,16,18628,0.2624199388896032
209,2015,1,9,17,24055,0.9933414091867737
210,2015,1,9,18,30655,1.882245353163432
211,2015,1,9,19,32571,2.1402968617481712
212,2015,1,9,20,29015,1.6613661913268079
213,2015,1,9,21,27733,1.4887033343301297
214,2015,1,9,22,28687,1.617190358959483
215,2015,1,9,23,28754,1.6262140808150036
216,2015,1,10,0,26586,1.3342226034602467
217,2015,1,10,1,21782,0.6872082781778427
218,2015,1,10,2,17535,0.11521205847043836
219,2015,1,10,3,12487,-0.5646647762559512
220,2015,1,10,4,7673,-1.2130259256958957
221,2015,1,10,5,3856,-1.7271087066290634
222,2015,1,10,6,4797,-1.6003725534045123
223,2015,1,10,7,7676,-1.2126218784486338
224,2015,1,10,8,11425,-0.7076975017867408
225,2015,1,10,9,17546,0.1166935650437328
226,2015,1,10,10,20906,0.5692264819773044
227,2015,1,10,11,24645,1.0728040344816567
228,2015,1,10,12,26936,1.3813614489741606
229,2015,1,10,13,26292,1.2946259732285592
230,2015,1,10,14,25200,1.1475527752251484
231,2015,1,10,15,27145,1.4095100738667548
232,2015,1,10,16,24870,1.1031075780263155
233,2015,1,10,17,26401,1.3093063565457495
234,2015,1,10,18,30966,1.9241315844629383
235,2015,1,10,19,31396,1.9820450232371751
236,2015,1,10,20,29979,1.7912000401137016
237,2015,1,10,21,27413,1.445604961288837
238,2015,1,10,22,30186,1.8190793001747878
239,2015,1,10,23,31842,2.0421133806634764
240,2015,1,11,0,28873,1.6422412882897344
241,2015,1,11,1,24937,1.1121312998818362
242,2015,1,11,2,20440,0.5064644762359222
243,2015,1,11,3,15274,-0.18930488354944416
244,2015,1,11,4,8943,-1.041979257688266
245,2015,1,11,5,4036,-1.7028658717933363
246,2015,1,11,6,4174,-1.6842796984192787
247,2015,1,11,7,5816,-1.4631311717511466
248,2015,1,11,8,9165,-1.0120797613908694
249,2015,1,11,9,13808,-0.38674930504486554
250,2015,1,11,10,18480,0.24248694135800536
251,2015,1,11,11,22110,0.7313841105451675
252,2015,1,11,12,24286,1.0244530472259568
253,2015,1,11,13,24336,1.0311871680136586
254,2015,1,11,14,22636,0.8022270612317921
255,2015,1,11,15,21937,0.7080840526197187
256,2015,1,11,16,22216,0.7456604466150957
257,2015,1,11,17,23176,0.8749555657389733
258,2015,1,11,18,22971,0.8473456705093952
259,2015,1,11,19,21060,0.5899675740034264
260,2015,1,11,20,17356,0.09110390605046535
261,2015,1,11,21,16315,-0.049100488749489406
262,2015,1,11,22,14489,-0.2950305799163649
263,2015,1,11,23,12795,-0.5231825922037072
264,2015,1,12,0,7691,-1.2106016422123231
265,2015,1,12,1,4265,-1.6720235985856613
266,2015,1,12,2,3040,-1.8370095578843593
267,2015,1,12,3,2295,-1.9373479576211183
268,2015,1,12,4,2319,-1.9341155796430214
269,2015,1,12,5,4281,-1.6698686799335967
270,2015,1,12,6,11556,-0.6900541053229617
271,2015,1,12,7,20218,0.4765649799385254
272,2015,1,12,8,24227,1.0165067846964684
273,2015,1,12,9,22719,0.8134057017393773
274,2015,1,12,10,19871,0.4298301816718738
275,2015,1,12,11,19553,0.3870011734620894
276,2015,1,12,12,20790,0.5536033217498358
277,2015,1,12,13,20182,0.47171641297138
278,2015,1,12,14,21747,0.6824943936264513
279,2015,1,12,15,21430,0.6398000678324208
280,2015,1,12,16,18041,0.18336136084198218
281,2015,1,12,17,21610,0.6640429026681479
282,2015,1,12,18,26327,1.2993398577799506
283,2015,1,12,19,25520,1.190651148266441
284,2015,1,12,20,23628,0.935832017659799
285,2015,1,12,21,22215,0.7455257641993416
286,2015,1,12,22,19296,0.35238779261330133
287,2015,1,12,23,13546,-0.4220360979724238
288,2015,1,13,0,11061,-0.7567219011212112
289,2015,1,13,1,5511,-1.5042093085561286
290,2015,1,13,2,3448,-1.7820591322567112
291,2015,1,13,3,2160,-1.9555300837479137
292,2015,1,13,4,2251,-1.943273983914296
293,2015,1,13,5,4113,-1.6924953257802753
294,2015,1,13,6,11627,-0.680491653804425
295,2015,1,13,7,21863,0.6981175538539198
296,2015,1,13,8,26062,1.2636490176051303
297,2015,1,13,9,24479,1.0504467534664863
298,2015,1,13,10,21986,0.7146834909916666
299,2015,1,13,11,22052,0.7235725304314332
300,2015,1,13,12,22747,0.8171768093804904
301,2015,1,13,13,21910,0.7044476273943596
302,2015,1,13,14,24020,0.9886275246353823
303,2015,1,13,15,23270,0.887615712819853
304,2015,1,13,16,18907,0.29999633288498007
305,2015,1,13,17,22734,0.815425937975688
306,2015,1,13,18,28884,1.6437227948630286
307,2015,1,13,19,29790,1.7657450635361882
308,2015,1,13,20,29236,1.6911310052084505
309,2015,1,13,21,28619,1.6080319546882085
310,2015,1,13,22,24574,1.0632415829631199
311,2015,1,13,23,17213,0.07184432059763776
312,2015,1,14,0,11076,-0.7547016648849005
313,2015,1,14,1,6499,-1.3711430817911379
314,2015,1,14,2,4133,-1.6898016774651945
315,2015,1,14,3,2973,-1.8460332797398797
316,2015,1,14,4,2739,-1.877548965026325
317,2015,1,14,5,4486,-1.6422587847040186
318,2015,1,14,6,12082,-0.6192111546363371
319,2015,1,14,7,22311,0.7584552761117294
320,2015,1,14,8,26221,1.2850635217100226
321,2015,1,14,9,24625,1.070110386166576
322,2015,1,14,10,21281,0.619732387885069
323,2015,1,14,11,21003,0.5822906763054462
324,2015,1,14,12,21599,0.6625613960948535
325,2015,1,14,13,21099,0.595220188217834
326,2015,1,14,14,22582,0.794954210781074
327,2015,1,14,15,21614,0.6645816323311641
328,2015,1,14,16,17849,0.15750233701720667
329,2015,1,14,17,22232,0.7478153652671603
330,2015,1,14,18,28517,1.5942943482812963
331,2015,1,14,19,29482,1.724262879483944
332,2015,1,14,20,27266,1.4258066461729935
333,2015,1,14,21,27429,1.4477598799409017
334,2015,1,14,22,25341,1.166542995846468
335,2015,1,14,23,18217,0.20706546601469308
336,2015,1,15,0,11389,-0.7125460687538863
337,2015,1,15,1,6785,-1.3326239108854825
338,2015,1,15,2,4246,-1.6745825644849879
339,2015,1,15,3,2901,-1.8557304136741706
340,2015,1,15,4,2679,-1.8856299099715674
341,2015,1,15,5,4380,-1.6565351207739467
342,2015,1,15,6,12016,-0.6281001940761037
343,2015,1,15,7,21875,0.6997337428429683
344,2015,1,15,8,26056,1.262840923110606
345,2015,1,15,9,24517,1.0555646852651397
346,2015,1,15,10,21128,0.599125978274701
347,2015,1,15,11,20268,0.4832991007262274
348,2015,1,15,12,21440,0.6411468919899612
349,2015,1,15,13,20628,0.5317847703976815
350,2015,1,15,14,22373,0.7668055858884798
351,2015,1,15,15,21715,0.678184556322322
352,2015,1,15,16,17706,0.13824275156437907
353,2015,1,15,17,21760,0.6842452650312538
354,2015,1,15,18,28060,1.5327444842817004
355,2015,1,15,19,29867,1.7761156095492492
356,2015,1,15,20,29081,1.6702552307665746
357,2015,1,15,21,29105,1.6734876087446715
358,2015,1,15,22,27978,1.5217005261898693
359,2015,1,15,23,23233,0.8826324634369535
360,2015,1,16,0,15958,-0.09718211117368138
361,2015,1,16,1,9830,-0.9225159549144333
362,2015,1,16,2,6769,-1.3347788295375471
363,2015,1,16,3,4418,-1.6514171889752933
364,2015,1,16,4,3851,-1.7277821187078335
365,2015,1,16,5,4765,-1.6046823907086416
366,2015,1,16,6,11742,-0.6650031759927104
367,2015,1,16,7,21074,0.5918531278239829
368,2015,1,16,8,24998,1.1203469272428326
369,2015,1,16,9,23605,0.932734322097456
370,2015,1,16,10,20583,0.5257240616887497
371,2015,1,16,11,20199,0.4740060140391987
372,2015,1,16,12,21320,0.6249850020994766
373,2015,1,16,13,20952,0.5754218731019901
374,2015,1,16,14,23369,0.9009492719795028
375,2015,1,16,15,21699,0.6760296376702574
376,2015,1,16,16,18571,0.25474304119162294
377,2015,1,16,17,23426,0.908626169677483
378,2015,1,16,18,29819,1.7696508535930553
379,2015,1,16,19,32378,2.1143031555076415
380,2015,1,16,20,30337,1.8394163449536476
381,2015,1,16,21,29246,1.692477829365991
382,2015,1,16,22,29898,1.7802907644376245
383,2015,1,16,23,29317,1.7020402808845276
384,2015,1,17,0,26846,1.369240031556297
385,2015,1,17,1,21792,0.6885551023353831
386,2015,1,17,2,17353,0.09069985880320323
387,2015,1,17,3,12807,-0.5215664032146587
388,2015,1,17,4,8221,-1.1392199618626824
389,2015,1,17,5,4113,-1.6924953257802753
390,2015,1,17,6,4984,-1.5751869416585071
391,2015,1,17,7,6922,-1.3141724199271791
392,2015,1,17,8,11841,-0.6516696168330606
393,2015,1,17,9,16425,-0.034285423016545094
394,2015,1,17,10,19177,0.33636058513857064
395,2015,1,17,11,21593,0.6617533016003293
396,2015,1,17,12,23480,0.9158990201282011
397,2015,1,17,13,23780,0.9563037448544129
398,2015,1,17,14,22696,0.8103080061770345
399,2015,1,17,15,24031,0.9901090312086768
400,2015,1,17,16,22596,0.7968397646016305
401,2015,1,17,17,24966,1.1160370899387033
402,2015,1,17,18,28426,1.5820382484476787
403,2015,1,17,19,29724,1.7568560240964217
404,2015,1,17,20,24934,1.111727252634574
405,2015,1,17,21,24786,1.0917942551029762
406,2015,1,17,22,27271,1.4264800582517636
407,2015,1,17,23,28063,1.5331485315289626
408,2015,1,18,0,27343,1.4361771921860544
409,2015,1,18,1,23852,0.9660008787887037
410,2015,1,18,2,20765,0.5502362613559848
411,2015,1,18,3,15849,-0.11186249449087166
412,2015,1,18,4,9510,-0.9656143279557259
413,2015,1,18,5,4254,-1.6735051051589556
414,2015,1,18,6,3930,-1.7171422078632643
415,2015,1,18,7,5291,-1.533839440022017
416,2015,1,18,8,9027,-1.0306659347649267
417,2015,1,18,9,13916,-0.37220360414342935
418,2015,1,18,10,19858,0.4280793102670713
419,2015,1,18,11,24424,1.043039220600014
420,2015,1,18,12,25810,1.2297090488351123
421,2015,1,18,13,25864,1.2369818992858306
422,2015,1,18,14,26234,1.286814393114825
423,2015,1,18,15,24110,1.0007489420532458
424,2015,1,18,16,21062,0.5902369388349344
425,2015,1,18,17,21010,0.5832334532157244
426,2015,1,18,18,22489,0.7824287461159484
427,2015,1,18,19,17979,0.17501105106523174
428,2015,1,18,20,16615,-0.008695764023277658
429,2015,1,18,21,16345,-0.04506001627686823
430,2015,1,18,22,17246,0.07628884031752105
431,2015,1,18,23,14259,-0.3260075355397939
432,2015,1,19,0,11666,-0.6752390395900174
433,2015,1,19,1,8059,-1.1610385132148366
434,2015,1,19,2,5727,-1.475117906753256
435,2015,1,19,3,4213,-1.6790270842048713
436,2015,1,19,4,3441,-1.7830019091669895
437,2015,1,19,5,3244,-1.8095343450705352
438,2015,1,19,6,5791,-1.4664982321449975
439,2015,1,19,7,8057,-1.1613078780463448
440,2015,1,19,8,12431,-0.5722069915381774
441,2015,1,19,9,15188,-0.20088757130429152
442,2015,1,19,10,16571,-0.01462179031645538
443,2015,1,19,11,17906,0.1651792347151869
444,2015,1,19,12,20083,0.45838285381173016
445,2015,1,19,13,20754,0.5487547547826904
446,2015,1,19,14,20986,0.5800010752376275
447,2015,1,19,15,21220,0.6115167605240727
448,2015,1,19,16,20083,0.45838285381173016
449,2015,1,19,17,21172,0.6050520045678788
450,2015,1,19,18,22960,0.8458641639361008
451,2015,1,19,19,21171,0.6049173221521247
452,2015,1,19,20,18406,0.23252044259220647
453,2015,1,19,21,16928,0.0334598321077366
454,2015,1,19,22,15598,-0.14566778084513549
455,2015,1,19,23,11140,-0.746081990276642
456,2015,1,20,0,7244,-1.2708046820543786
457,2015,1,20,1,4297,-1.667713761281532
458,2015,1,20,2,2853,-1.8621951696303645
459,2015,1,20,3,1866,-1.9951267139796012
460,2015,1,20,4,2101,-1.9634763462774019
461,2015,1,20,5,4390,-1.6551882966164064
462,2015,1,20,6,11891,-0.6449354960453586
463,2015,1,20,7,21001,0.5820213114739381
464,2015,1,20,8,24793,1.0927370320132546
465,2015,1,20,9,23165,0.8734740591656788
466,2015,1,20,10,19726,0.41030123138753816
467,2015,1,20,11,19049,0.31912123592205366
468,2015,1,20,12,19410,0.36774158800926177
469,2015,1,20,13,19185,0.33743804446460296
470,2015,1,20,14,20743,0.5472732482093959
471,2015,1,20,15,20649,0.5346131011285163
472,2015,1,20,16,18008,0.17891684112209888
473,2015,1,20,17,21937,0.7080840526197187
474,2015,1,20,18,27844,1.5036530824788281
475,2015,1,20,19,26837,1.3680278898145106
476,2015,1,20,20,25740,1.2202812797323297
477,2015,1,20,21,25535,1.1926713845027517
478,2015,1,20,22,22121,0.732865617118462
479,2015,1,20,23,15196,-0.1998101119782592
480,2015,1,21,0,9391,-0.9816415354304565
481,2015,1,21,1,5787,-1.4670369618080137
482,2015,1,21,2,3709,-1.746907021744907
483,2015,1,21,3,2455,-1.915798771100472
484,2015,1,21,4,2449,-1.9166068655949964
485,2015,1,21,5,4169,-1.684953110498049
486,2015,1,21,6,11648,-0.6776633230735901
487,2015,1,21,7,21689,0.674682813512717
488,2015,1,21,8,25826,1.231863967487177
489,2015,1,21,9,23812,0.9606135821585422
490,2015,1,21,10,21294,0.6214832592898716
491,2015,1,21,11,19990,0.4458573891466045
492,2015,1,21,12,20746,0.5476772954566581
493,2015,1,21,13,20266,0.4830297358947193
494,2015,1,21,14,21839,0.6948851758758229
495,2015,1,21,15,21244,0.6147491385021696
496,2015,1,21,16,18323,0.22134180208462123
497,2015,1,21,17,23083,0.8624301010738477
498,2015,1,21,18,28955,1.6532852463815655
499,2015,1,21,19,28853,1.6395476399746536
500,2015,1,21,20,27153,1.410587533192787
501,2015,1,21,21,26976,1.386748745604322
502,2015,1,21,22,24628,1.0705144334138381
503,2015,1,21,23,17201,0.07022813160858929
504,2015,1,22,0,10893,-0.7793485469678897
505,2015,1,22,1,6695,-1.3447453283033461
506,2015,1,22,2,3928,-1.7174115726947725
507,2015,1,22,3,2833,-1.8648888179454453
508,2015,1,22,4,2619,-1.8937108549168098
509,2015,1,22,5,4200,-1.6807779556096738
510,2015,1,22,6,11772,-0.6609627035200893
511,2015,1,22,7,21815,0.6916527978977259
512,2015,1,22,8,25822,1.2313252378241608
513,2015,1,22,9,23540,0.9239799650734435
514,2015,1,22,10,20477,0.5114477256188216
515,2015,1,22,11,19934,0.4383151738643783
516,2015,1,22,12,21144,0.6012808969267657
517,2015,1,22,13,20134,0.4652516570151861
518,2015,1,22,14,22035,0.7212829293636146
519,2015,1,22,15,21806,0.6904406561559396
520,2015,1,22,16,18509,0.2463927314148725
521,2015,1,22,17,23047,0.8575815341067022
522,2015,1,22,18,29374,1.7097171785825078
523,2015,1,22,19,31034,1.933289988734213
524,2015,1,22,20,29083,1.6705245955980825
525,2015,1,22,21,29764,1.7622433207265833
526,2015,1,22,22,28102,1.5384011457433702
527,2015,1,22,23,23548,0.9250574243994758
528,2015,1,23,0,15769,-0.12263708775119478
529,2015,1,23,1,9955,-0.9056806529451784
530,2015,1,23,2,6751,-1.33720311302112
531,2015,1,23,3,4552,-1.633369745264252
532,2015,1,23,4,3687,-1.749870034891496
533,2015,1,23,5,4488,-1.6419894198725105
534,2015,1,23,6,11580,-0.6868217273448648
535,2015,1,23,7,21412,0.6373757843488481
536,2015,1,23,8,25072,1.1303134260086314
537,2015,1,23,9,23542,0.9242493299049516
538,2015,1,23,10,20552,0.5215489068003745
539,2015,1,23,11,20511,0.5160269277544589
540,2015,1,23,12,21470,0.6451873644625824
541,2015,1,23,13,21258,0.6166346923227262
542,2015,1,23,14,23087,0.8629688307368638
543,2015,1,23,15,21905,0.7037742153155895
544,2015,1,23,16,18369,0.22753719320930701
545,2015,1,23,17,23276,0.8884238073143772
546,2015,1,23,18,29362,1.7081009895934596
547,2015,1,23,19,31422,1.98554676604678
548,2015,1,23,20,28929,1.6497835035719606
549,2015,1,23,21,27820,1.5004207045007312
550,2015,1,23,22,29128,1.6765853043070142
551,2015,1,23,23,28543,1.5977960910909015
552,2015,1,24,0,26312,1.29731962154364
553,2015,1,24,1,22178,0.7405425148164422
554,2015,1,24,2,15023,-0.223110169903708
555,2015,1,24,3,11081,-0.7540282528061304
556,2015,1,24,4,7181,-1.2792896742468831
557,2015,1,24,5,3849,-1.7280514835393415
558,2015,1,24,6,4788,-1.6015846951462989
559,2015,1,24,7,7021,-1.3008388607675294
560,2015,1,24,8,10719,-0.8027832873090925
561,2015,1,24,9,15620,-0.14270476769854662
562,2015,1,24,10,18411,0.23319385467097667
563,2015,1,24,11,21346,0.6284867449090816
564,2015,1,24,12,23235,0.8829018282684615
565,2015,1,24,13,22863,0.832799969607959
566,2015,1,24,14,21628,0.6664671861517206
567,2015,1,24,15,22226,0.7470072707726361
568,2015,1,24,16,22092,0.7289598270615948
569,2015,1,24,17,24193,1.0119275825608312
570,2015,1,24,18,27403,1.4442581371312968
571,2015,1,24,19,29175,1.6829153778474542
572,2015,1,24,20,23801,0.9591320755852477
573,2015,1,24,21,23691,0.9443170098523034
574,2015,1,24,22,27748,1.4907235705664403
575,2015,1,24,23,28921,1.6487060442459283
576,2015,1,25,0,27548,1.4637870874156325
577,2015,1,25,1,24736,1.0850601343152744
578,2015,1,25,2,20982,0.5794623455746113
579,2015,1,25,3,15941,-0.09947171224150005
580,2015,1,25,4,9360,-0.9858166903188317
581,2015,1,25,5,4078,-1.6972092103316665
582,2015,1,25,6,4205,-1.6801045435309037
583,2015,1,25,7,5907,-1.450875071917529
584,2015,1,25,8,8209,-1.1408361508517308
585,2015,1,25,9,12961,-0.5008253111885367
586,2015,1,25,10,17851,0.15777170184871475
587,2015,1,25,11,20868,0.5641085501786509
588,2015,1,25,12,22991,0.850039318824476
589,2015,1,25,13,23335,0.8963700698438655
590,2015,1,25,14,22813,0.826065848820257
591,2015,1,25,15,21363,0.6307763459769002
592,2015,1,25,16,20990,0.5805398049006436
593,2015,1,25,17,21770,0.6855920891887942
594,2015,1,25,18,22895,0.8371098069120883
595,2015,1,25,19,20049,0.4538036516760928
596,2015,1,25,20,17603,0.12437046274171303
597,2015,1,25,21,16393,-0.03859526032067435
598,2015,1,25,22,13739,-0.39604239173189426
599,2015,1,25,23,10992,-0.7660149878082398
600,2015,1,26,0,7201,-1.2765960259318023
