,Year,Month,Day,Hour,temp,humidity,wind_speed,clouds_all,Morning,Afternoon,Evening,Night,Spring,Summer,Fall,Winter,Clear,Clouds,Drizzle,Fog,Haze,Mist,Rain,Snow,Thunderstorm,Number of rides,normlzed
0,2015,1,1,0,-2.32,43,2.1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,28312,1.5666844530517183
1,2015,1,1,1,-2.77,38,3.6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,31707,2.0239312545366808
2,2015,1,1,2,-2.58,46,4.1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,28068,1.5338219436077327
3,2015,1,1,3,-2.81,45,3.1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,24288,1.0247224120574647
4,2015,1,1,4,-2.72,38,6.7,20,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,17081,0.05406624171810459
5,2015,1,1,5,-2.69,40,1.5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9112,-1.0192179294258334
6,2015,1,1,6,-2.99,41,3.62,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6637,-1.3525569084170803
7,2015,1,1,7,-3.19,38,5.7,20,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6011,-1.4368681006791089
8,2015,1,1,8,-3.15,41,3.1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5586,-1.4941081273745755
9,2015,1,1,9,-1.62,38,3.21,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6977,-1.3067648870607071
10,2015,1,1,10,-0.16,35,6.7,20,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9949,-0.9064887474397026
11,2015,1,1,11,0.77,34,1.5,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13870,-0.3783989952681152
12,2015,1,1,12,2.05,32,5.1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16582,-0.01314028374316095
13,2015,1,1,13,3.24,30,7.2,40,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17448,0.10349468829983696
14,2015,1,1,14,3.89,27,3.1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,17994,0.17703128730154233
15,2015,1,1,15,4.47,28,4.1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,18279,0.2154157757914435
16,2015,1,1,16,4.54,32,6.7,20,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16602,-0.010446635428080166
17,2015,1,1,17,4.24,30,5.1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,17511,0.11197968049234144
18,2015,1,1,18,4.02,33,3.1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,18082,0.1888833398878978
19,2015,1,1,19,3.85,36,6.7,20,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16485,-0.026204478071302748
20,2015,1,1,20,3.44,38,3.1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15017,-0.22391826439823226
21,2015,1,1,21,3.42,40,4.1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,14801,-0.2530096662011047
22,2015,1,1,22,3.19,42,7.7,20,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14005,-0.36021686914131984
23,2015,1,1,23,2.91,42,4.6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,11610,-0.6827812548722436
24,2015,1,2,0,2.52,43,4.6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,9388,-0.9820455826777188
25,2015,1,2,1,2.49,43,5.7,40,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6291,-1.3991570242679778
26,2015,1,2,2,2.48,41,3.6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4027,-1.7040780135351226
27,2015,1,2,3,2.21,41,3.1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2905,-1.8551916840111544
28,2015,1,2,4,2.26,38,7.2,20,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2626,-1.8927680780065317
29,2015,1,2,5,2.42,43,1.5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2755,-1.8753940463742604
30,2015,1,2,6,1.88,43,3.6,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5811,-1.4638045838299167
31,2015,1,2,7,2.04,41,8.2,40,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8256,-1.134506077311291
32,2015,1,2,8,2.25,43,3.1,90,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10946,-0.7722103789329257
33,2015,1,2,9,3.53,40,2.6,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13373,-0.4453361558978726
34,2015,1,2,10,4.55,40,8.8,40,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15243,-0.19348003843781936
35,2015,1,2,11,5.55,37,5.49,40,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16999,0.043022283626273375
36,2015,1,2,12,5.97,39,5.1,40,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19252,0.3464617663201236
37,2015,1,2,13,6.27,40,8.2,40,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19023,0.31561949311244863
38,2015,1,2,14,6.61,34,4.1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20260,0.4822216414001951
39,2015,1,2,15,6.67,34,4.39,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20429,0.5049829696626277
40,2015,1,2,16,6.05,37,4.6,40,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18223,0.2078735605092173
41,2015,1,2,17,5.14,37,4.1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20680,0.5387882560168915
42,2015,1,2,18,4.72,37,3.1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,23008,0.8523289198922946
43,2015,1,2,19,4.44,40,6.7,40,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,23227,0.8818243689424292
44,2015,1,2,20,3.89,43,2.6,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20153,0.4678106229145129
45,2015,1,2,21,3.37,43,2.1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19611,0.3948127535758236
46,2015,1,2,22,2.63,51,4.1,40,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21722,0.6791273332326003
47,2015,1,2,23,2.02,49,1.5,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,21088,0.5937386816445395
48,2015,1,3,0,1.59,53,2.1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19467,0.37541848570724196
49,2015,1,3,1,1.74,53,2.6,40,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,16660,-0.002635055314345896
50,2015,1,3,2,0.58,51,2.39,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,13607,-0.41382047061142746
51,2015,1,3,3,1.05,45,2.6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,10620,-0.8161168464687424
52,2015,1,3,4,1.02,58,2.1,40,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,7061,-1.2954515641373678
53,2015,1,3,5,0.38,51,2.6,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3512,-1.773439457648453
54,2015,1,3,6,-0.27,55,2.6,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4120,-1.691552548869997
55,2015,1,3,7,0.04,63,3.6,40,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5216,-1.54394062120357
56,2015,1,3,8,0.89,55,4.1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7908,-1.1813755579936966
57,2015,1,3,9,2.17,49,3.1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11869,-0.6478985091919475
58,2015,1,3,10,3.01,51,4.1,90,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14975,-0.2295749258599019
59,2015,1,3,11,3.68,47,3.6,90,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17966,0.17326017966042925
60,2015,1,3,12,3.97,51,2.1,90,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21644,0.6686221048037853
61,2015,1,3,13,3.28,81,4.6,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23718,0.9479534350776624
62,2015,1,3,14,2.37,86,5.1,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,24143,1.0051934617731288
63,2015,1,3,15,2.27,86,3.53,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,23494,0.9177845739487576
64,2015,1,3,16,2.64,96,4.6,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20350,0.4943430588180586
65,2015,1,3,17,3.24,89,2.6,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22295,0.7563003574596647
66,2015,1,3,18,3.92,88,2.1,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25305,1.1616944288793225
67,2015,1,3,19,4.57,92,4.6,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25667,1.2104494633822849
68,2015,1,3,20,5.47,88,2.6,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20531,0.5187205760695397
69,2015,1,3,21,5.74,89,2.1,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,21399,0.6356249129440457
70,2015,1,3,22,5.48,95,5.7,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22409,0.7716541528556252
71,2015,1,3,23,5.5,88,3.6,90,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,22833,0.8287594971353378
72,2015,1,4,0,5.3,93,2.1,90,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,20632,0.5323235000606976
73,2015,1,4,1,5.52,95,4.6,90,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,17494,0.10969007942452276
74,2015,1,4,2,5.69,92,2.1,90,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,13485,-0.4302517253334202
75,2015,1,4,3,5.72,92,2.46,90,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,9842,-0.9208997659253848
76,2015,1,4,4,5.56,95,3.03,90,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6384,-1.3866315596028522
77,2015,1,4,5,5.68,92,1.5,90,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3365,-1.7932377727642963
78,2015,1,4,6,7.07,92,3.1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3625,-1.7582203446682465
79,2015,1,4,7,7.52,92,4.1,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4734,-1.6088575455970169
80,2015,1,4,8,7.31,88,3.6,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7070,-1.294239422395581
81,2015,1,4,9,7.72,85,3.74,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10153,-0.8790135346258787
82,2015,1,4,10,8.34,88,3.6,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14304,-0.3199468268308622
83,2015,1,4,11,9.04,89,3.1,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16325,-0.04775366459194901
84,2015,1,4,12,10.39,89,3.6,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18101,0.1914423057872245
85,2015,1,4,13,10.84,92,3.1,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18639,0.2639014454628976
86,2015,1,4,14,11.48,87,5.1,90,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,18722,0.27508008597048283
87,2015,1,4,15,12.51,93,6.2,75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18234,0.20935506708251173
88,2015,1,4,16,13.05,86,6.2,90,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18056,0.1853815970782928
89,2015,1,4,17,13.25,83,3.1,20,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18257,0.21245276264485466
90,2015,1,4,18,13.18,83,2.1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,18498,0.2449112248415781
91,2015,1,4,19,13.22,83,4.6,90,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18494,0.2443724951785619
92,2015,1,4,20,12.56,93,4.1,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17529,0.11440396397591412
93,2015,1,4,21,12.57,82,2.1,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14063,-0.3524052890275856
94,2015,1,4,22,11.96,73,9.3,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12639,-0.5441930490613374
95,2015,1,4,23,11.59,60,6.2,75,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,10203,-0.8722794138381768
96,2015,1,5,0,10.64,40,8.2,40,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,7653,-1.2157195740109763
97,2015,1,5,1,9.18,44,8.8,40,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4685,-1.6154569839689648
98,2015,1,5,2,8.21,46,5.82,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3076,-1.8321609909172136
99,2015,1,5,3,7.37,48,4.6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2071,-1.9675168187500232
100,2015,1,5,4,6.68,46,5.7,20,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2310,-1.935327721384808
101,2015,1,5,5,6.01,48,4.1,75,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4218,-1.678353672126101
102,2015,1,5,6,5.49,48,7.2,20,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11095,-0.7521426989855738
103,2015,1,5,7,5.11,40,8.8,40,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18866,0.2944743538390645
104,2015,1,5,8,4.44,38,6.7,75,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22131,0.7342124412760024
105,2015,1,5,9,4.42,38,6.2,20,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19602,0.3936006118340373
106,2015,1,5,10,4.02,40,10.8,40,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16290,-0.05246754914334038
107,2015,1,5,11,3.59,24,7.2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16428,-0.03388137576928298
108,2015,1,5,12,3.52,26,3.1,75,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17022,0.04611997918861628
109,2015,1,5,13,2.67,33,9.8,40,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17127,0.06026163284279039
110,2015,1,5,14,3.14,25,7.19,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,18916,0.3012084746267664
111,2015,1,5,15,2.41,26,3.1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19897,0.4333319244814789
112,2015,1,5,16,1.48,35,8.8,20,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17718,0.13985894055342754
113,2015,1,5,17,0.55,25,4.6,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21727,0.6798007453113705
114,2015,1,5,18,-0.28,33,6.2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,26144,1.2746929756969614
115,2015,1,5,19,-1.08,35,11.3,20,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25655,1.2088332743932364
116,2015,1,5,20,-2.16,26,5.1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22028,0.7203401524533363
117,2015,1,5,21,-3.03,36,1.5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19814,0.4221532839738936
118,2015,1,5,22,-4.1,45,6.2,40,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16256,-0.05704675127897772
119,2015,1,5,23,-4.72,37,3.6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,12725,-0.53261036130649
120,2015,1,6,0,-5.05,35,3.1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8457,-1.107434911744729
121,2015,1,6,1,-5.5,40,6.2,20,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4968,-1.5773418603105718
122,2015,1,6,2,-6.01,37,1.5,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3107,-1.8279858360288384
123,2015,1,6,3,-6.09,37,3.1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1976,-1.980311648246657
124,2015,1,6,4,-6.16,44,4.1,90,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2159,-1.955664766163668
125,2015,1,6,5,-5.98,37,2.1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4083,-1.6965357982528964
126,2015,1,6,6,-6.12,38,2.44,20,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11366,-0.7156437643162292
127,2015,1,6,7,-5.9,42,4.6,90,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20044,0.4531302395973226
128,2015,1,6,8,-6.05,40,1.5,90,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24491,1.0520629424555348
129,2015,1,6,9,-6.91,67,1.14,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,21343,0.6280826976618195
130,2015,1,6,10,-6.78,80,2.6,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17697,0.1370306098225927
131,2015,1,6,11,-6.16,73,1.5,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17191,0.0688813074510489
132,2015,1,6,12,-6.01,70,4.6,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17987,0.17608851039126405
133,2015,1,6,13,-5.63,67,2.6,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17464,0.1056496069519016
134,2015,1,6,14,-5.31,61,4.1,90,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19314,0.35481207609687404
135,2015,1,6,15,-5.15,65,2.64,90,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19604,0.39386997666554535
136,2015,1,6,16,-5.18,65,3.6,90,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17538,0.11561610571770048
137,2015,1,6,17,-5.35,70,2.1,90,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21171,0.6049173221521247
138,2015,1,6,18,-6.01,67,2.02,75,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,26845,1.369105349140543
139,2015,1,6,19,-5.73,67,3.6,40,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,26026,1.2588004506379848
140,2015,1,6,20,-5.88,67,3.6,75,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24401,1.0399415250376711
141,2015,1,6,21,-5.84,70,1.5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,23308,0.8927336446185065
142,2015,1,6,22,-5.96,70,6.7,40,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19331,0.3571016771646927
143,2015,1,6,23,-6.12,70,4.1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,14453,-0.2998791468835103
144,2015,1,7,0,-6.17,70,1.5,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,9190,-1.0087127009970185
145,2015,1,7,1,-6.52,64,4.1,40,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5580,-1.4949162218690997
146,2015,1,7,2,-6.13,64,3.17,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3331,-1.7978169748999338
147,2015,1,7,3,-6.11,61,3.1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2282,-1.9390988290259208
148,2015,1,7,4,-5.62,54,6.2,40,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2296,-1.9372132752053643
149,2015,1,7,5,-5.66,59,4.1,75,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3900,-1.7211826803358856
150,2015,1,7,6,-5.81,61,3.68,20,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11458,-0.7032529820668576
151,2015,1,7,7,-5.78,61,5.7,40,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20908,0.5694958468088125
152,2015,1,7,8,-5.64,56,6.2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,25759,1.2228402456316565
153,2015,1,7,9,-5.13,49,6.2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,23237,0.8831711930999696
154,2015,1,7,10,-4.39,47,9.3,40,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19681,0.4042405226786064
155,2015,1,7,11,-3.83,39,6.2,20,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19492,0.37878554610109294
156,2015,1,7,12,-4.05,37,7.2,75,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20325,0.4909759984242077
157,2015,1,7,13,-4.19,61,10.3,40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20469,0.5103702662927893
158,2015,1,7,14,-4.11,49,7.2,75,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21766,0.6850533595257781
159,2015,1,7,15,-5.23,62,8.2,75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21441,0.6412815744057153
160,2015,1,7,16,-5.43,51,9.3,40,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19067,0.3215455194056264
161,2015,1,7,17,-6.65,24,8.2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,23561,0.9268082958042784
162,2015,1,7,18,-7.78,29,7.2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,29597,1.7397513572956589
163,2015,1,7,19,-8.96,43,11.3,40,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30512,1.8629857677106043
164,2015,1,7,20,-10.29,30,9.3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,27882,1.5087710142774815
165,2015,1,7,21,-10.98,35,6.2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,27163,1.4119343573503274
166,2015,1,7,22,-11.39,54,11.8,20,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24117,1.0016917189635242
167,2015,1,7,23,-11.81,36,5.7,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,16639,-0.005463386045180718
168,2015,1,8,0,-11.98,36,5.7,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,10430,-0.8417065054620099
169,2015,1,8,1,-12.28,49,9.3,20,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6034,-1.433770405116766
170,2015,1,8,2,-12.49,38,5.1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3606,-1.7607793105675733
171,2015,1,8,3,-12.49,38,6.2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2444,-1.9172802776737663
172,2015,1,8,4,-12.81,49,4.6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2266,-1.9412537476779852
173,2015,1,8,5,-12.66,44,6.2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4016,-1.705559520108417
174,2015,1,8,6,-12.39,45,4.1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12079,-0.6196152018835993
175,2015,1,8,7,-12.19,49,4.1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22534,0.7884894548248801
176,2015,1,8,8,-11.82,49,2.6,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,27142,1.4091060266194926
177,2015,1,8,9,-10.68,49,3.1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,24633,1.0711878454926085
178,2015,1,8,10,-9.25,50,6.7,20,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21183,0.6065335111411732
179,2015,1,8,11,-7.88,43,2.1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20198,0.4738713316234446
180,2015,1,8,12,-6.86,40,4.47,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20955,0.5758259203492523
181,2015,1,8,13,-6.0,40,5.1,20,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20408,0.5021546389317929
182,2015,1,8,14,-5.72,39,3.6,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22304,0.7575124992014511
183,2015,1,8,15,-5.55,39,3.1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22869,0.8336080641024832
184,2015,1,8,16,-5.96,40,5.1,40,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19145,0.3320507478344414
185,2015,1,8,17,-6.51,40,3.1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,23738,0.9506470833927432
186,2015,1,8,18,-6.88,46,3.02,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,29732,1.757933483422454
187,2015,1,8,19,-7.52,44,5.7,40,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30515,1.8633898149578667
188,2015,1,8,20,-7.95,41,5.1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,28953,1.6530158815500575
189,2015,1,8,21,-8.06,42,4.6,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,28159,1.5460780434413504
190,2015,1,8,22,-7.95,41,6.2,40,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,26724,1.3528087768343042
191,2015,1,8,23,-7.65,42,2.6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20853,0.5620883139423403
192,2015,1,9,0,-7.18,44,2.6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,13948,-0.3678937668393001
193,2015,1,9,1,-6.51,44,5.7,90,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,8392,-1.1161892687687416
194,2015,1,9,2,-5.56,47,4.1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5515,-1.5036705788931124
195,2015,1,9,3,-5.42,49,5.72,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3713,-1.7463682920818908
196,2015,1,9,4,-4.35,52,5.7,40,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3028,-1.838625746873408
197,2015,1,9,5,-3.63,47,4.1,75,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4201,-1.6806432731939198
