,TimeCategory,DOLocationID,Number of PickUps
134,morning,4,2559
135,morning,12,1331
136,morning,13,15564
137,morning,24,3207
138,morning,41,6449
139,morning,42,4148
140,morning,43,19474
141,morning,45,3208
142,morning,48,25018
143,morning,50,17233
144,morning,68,27923
145,morning,74,11433
146,morning,75,22018
147,morning,79,11343
148,morning,87,9812
149,morning,88,8073
150,morning,90,16763
151,morning,100,23141
152,morning,105,2
153,morning,107,24369
154,morning,113,14691
155,morning,114,9228
156,morning,116,1704
157,morning,120,50
158,morning,125,8476
159,morning,127,346
160,morning,128,119
161,morning,137,21575
162,morning,140,34488
163,morning,141,27278
164,morning,142,31192
165,morning,143,15633
166,morning,144,7100
167,morning,148,4732
168,morning,151,6776
169,morning,152,2232
170,morning,153,35
171,morning,158,9388
172,morning,161,93115
173,morning,162,69799
174,morning,163,41731
175,morning,164,28074
176,morning,166,13573
177,morning,170,45704
178,morning,186,33725
179,morning,194,107
180,morning,202,121
181,morning,209,2720
182,morning,211,7927
183,morning,224,1896
184,morning,229,18738
185,morning,230,51870
186,morning,231,26500
187,morning,232,3024
188,morning,233,21068
189,morning,234,44500
190,morning,236,60277
191,morning,237,55456
192,morning,238,23871
193,morning,239,25996
194,morning,243,841
195,morning,244,5233
196,morning,246,43503
197,morning,249,11684
198,morning,261,5331
199,morning,262,11969
200,morning,263,18286
